nl,paraphrases,sql,tables,columns,business_intent,complexity,alternatives,label
How many distinct reason descriptions are stored in the reason table?,"# Paraphrased Versions of the Question

1. What is the total number of unique reason descriptions found in the reason table?

2. In the reason table, how many different descriptions for reasons are recorded?

3. Count the number of separate and distinct descriptions of reasons contained within the reason table.",SELECT COUNT(DISTINCT r_reason_desc) FROM reason;,reason,reason.r_reason_desc,"To understand the diversity of reason categories used in the data warehouse, which helps in assessing the granularity of reason classification and potentially identifying opportunities for reason categorization refinement.",easy,SELECT COUNT(*) FROM (SELECT DISTINCT r_reason_desc FROM reason) AS unique_reasons;;SELECT COUNT(1) FROM (SELECT r_reason_desc FROM reason GROUP BY r_reason_desc) AS distinct_reasons;,1
How many distinct reason descriptions are stored in the reason table?,,SELECT COUNT(*) FROM web_sales ws JOIN customer_address ca ON ws.ws_bill_customer_sk = ca.ca_address_sk WHERE ca.ca_state = 'CA',web_sales;customer_address,,,hard,,0
How many distinct reason descriptions are stored in the reason table?,,"SELECT dummy_col, COUNT(DISTINCT r_reason_desc) FROM reason;",reason,reason.r_reason_desc,,easy,,0
What is the total return amount for each gender?,"# Paraphrases of ""What is the total return amount for each gender?""

1. Could you break down the aggregate return value by gender?

2. How much is the sum of returns when segmented according to gender?

3. What are the cumulative return figures for males and females respectively?","SELECT cd_gender, SUM(sr_return_amt) as total_return_amount FROM store_returns JOIN customer_demographics ON sr_cdemo_sk = cd_demo_sk GROUP BY cd_gender ORDER BY total_return_amount DESC",store_returns;customer_demographics,,"To analyze return behavior patterns by gender, helping the business understand if there are significant differences in return behavior between genders. This information can be used for targeted customer service strategies or marketing adjustments.",easy,We could also analyze this by gender and marital status combined to get more granular insights;We could include additional metrics like average return amount per gender instead of just the total,1
What is the total return amount for each gender?,,"SELECT dummy_col, d1.d_year, d1.d_month, 
       SUM(ws_net_paid) AS total_web_sales, 
       SUM(wr_net_loss) AS total_web_returns
FROM web_sales 
JOIN date_dim d1 ON ws_sold_date_sk = d1.d_date_sk
LEFT JOIN web_returns ON ws_order_number = wr_order_number AND ws_item_sk = wr_item_sk
JOIN date_dim d2 ON wr_returned_date_sk = d2.d_date_sk
GROUP BY d1.d_year, d1.d_month
ORDER BY d1.d_year, d1.d_month;",web_sales;web_returns;date_dim,,,hard,,0
What is the total return amount for each gender?,,"SELECT dummy_col, cd_gender, SUM(sr_return_amt) as total_return_amount FROM store_returns JOIN customer_demographics ON sr_cdemo_sk = cd_demo_sk GROUP BY cd_gender ORDER BY total_return_amount DESC",store_returns;customer_demographics,,,hard,,0
What are the top three most common household vehicle counts?,"# Paraphrases of ""What are the top three most common household vehicle counts?""

1. Which three numbers of vehicles per household occur most frequently?

2. In terms of how many vehicles households own, what are the three most prevalent quantities?

3. What are the three vehicle quantities that households most commonly possess?","SELECT hd_vehicle_count, COUNT(*) as frequency FROM household_demographics GROUP BY hd_vehicle_count ORDER BY frequency DESC LIMIT 3",household_demographics,household_demographics.hd_vehicle_count,"To understand the distribution of vehicle ownership across households, which can inform marketing strategies for automotive-related products, transportation services, or environmental initiatives.",easy,"SELECT hd_vehicle_count, COUNT(*) as count FROM household_demographics GROUP BY hd_vehicle_count ORDER BY count DESC FETCH FIRST 3 ROWS ONLY;We could expand this analysis by correlating vehicle counts with income bands to see if higher income households tend to own more vehicles",1
What are the top three most common household vehicle counts?,,"SELECT web_site_id, web_name FROM web_site WHERE web_rec_start_date <= '2022-01-31' AND (web_rec_end_date IS NULL OR web_rec_end_date >= '2022-01-01')",web_site,web_site.web_site_id;web_site.web_rec_start_date;web_site.web_name;web_site.web_rec_end_date,,easy,,0
What are the top three most common household vehicle counts?,,"SELECT dummy_col, hd_vehicle_count, COUNT(*) as frequency FROM household_demographics GROUP BY hd_vehicle_count ORDER BY frequency DESC LIMIT 3",household_demographics,household_demographics.hd_vehicle_count,,medium,,0
"What is the average number of images per web page, and how many web pages have more than this average number of images?","# Paraphrases of the Original Question

1. On average, how many images are found on a web page, and what is the count of web pages that exceed this average image quantity?

2. What's the mean number of images contained in web pages, and how many websites have an image count greater than this mean?

3. Across all web pages, what is the typical image count, and how many pages contain more images than this typical amount?","WITH avg_images AS (
  SELECT AVG(wp_image_count) AS avg_img_count
  FROM web_page
)
SELECT 
  AVG(wp_image_count) AS average_images_per_page,
  COUNT(CASE WHEN wp_image_count > avg_img_count THEN 1 END) AS pages_above_average
FROM web_page, avg_images;",web_page,,"To understand the distribution of images across web pages, which helps identify pages with higher visual content. This analysis can inform web design strategies, page optimization efforts, and user experience improvements by highlighting outliers in image usage.",medium,"Another approach could be: SELECT AVG(wp_image_count) AS average_images, SUM(CASE WHEN wp_image_count > (SELECT AVG(wp_image_count) FROM web_page) THEN 1 ELSE 0 END) AS pages_above_average FROM web_page;;We could also analyze this by web page type: SELECT wp_type, AVG(wp_image_count) AS avg_images, COUNT(CASE WHEN wp_image_count > (SELECT AVG(wp_image_count) FROM web_page) THEN 1 END) AS pages_above_avg FROM web_page GROUP BY wp_type;",1
"What is the average number of images per web page, and how many web pages have more than this average number of images?",,"SELECT hd_buy_potential, hd_vehicle_count, COUNT(*) as household_count FROM household_demographics GROUP BY hd_buy_potential, hd_vehicle_count ORDER BY hd_buy_potential, hd_vehicle_count",household_demographics,household_demographics.hd_buy_potential;household_demographics.hd_vehicle_count,,medium,,0
What are the top 3 items with the highest return rate in terms of quantity?,"# Paraphrases of the Original Question

1. Which three products have the greatest number of returns according to return volume?

2. Based on quantity data, what are the three most frequently returned items?

3. In terms of return quantities, which three items rank highest in returns?","SELECT i.i_item_id, i.i_item_desc, SUM(sr.sr_return_quantity) as total_return_quantity FROM store_returns sr JOIN item i ON sr.sr_item_sk = i.i_item_sk GROUP BY i.i_item_id, i.i_item_desc ORDER BY total_return_quantity DESC LIMIT 3;",store_returns;item,,"To identify products with the highest return quantities, which can help in identifying potential quality issues, customer satisfaction problems, or merchandise that may need to be discontinued or improved.",medium,Could calculate a return rate by comparing against sales quantity if sales data were available;Could group returns by product categories rather than individual items to identify problematic product lines,1
What are the top 3 items with the highest return rate in terms of quantity?,,SELECT AVG(ss_sales_price) as avg_sales_amount FROM store_sales JOIN time_dim ON ss_sold_time_sk = t_time_sk WHERE t_hour >= 14 AND t_hour < 16,time_dim;store_sales,,,hard,,0
What are the top 3 items with the highest return rate in terms of quantity?,,"SELECT dummy_col, i.i_item_id, i.i_item_desc, SUM(sr.sr_return_quantity) as total_return_quantity FROM store_returns sr JOIN item i ON sr.sr_item_sk = i.i_item_sk GROUP BY i.i_item_id, i.i_item_desc ORDER BY total_return_quantity DESC LIMIT 3;",store_returns;item,,,hard,,0
What is the total refund amount for returns processed on websites located in California?,"Here are three different paraphrases of the original question:

1. How much money was refunded in total for returns that were processed on California-based websites?

2. For returns handled through websites operating in California, what was the aggregate refund amount?

3. What is the sum of all refunds issued for returns that were processed on web platforms located in California?",SELECT SUM(wr_return_amt) AS total_refund_amount FROM web_returns wr JOIN web_site ws ON wr.wr_web_site_sk = ws.web_site_sk WHERE ws.web_state = 'CA',web_returns;web_site,,To analyze the financial impact of returns processed through websites in a specific geographic region (California). This helps understand regional return patterns and may inform regional-specific return policies or marketing strategies.,medium,"Could also analyze return counts instead of amounts, or compare California returns against other states to establish benchmarks.",1
What is the total refund amount for returns processed on websites located in California?,,"SELECT DISTINCT dummy_col, i.i_item_id, i.i_product_name, i.i_item_desc FROM item i JOIN promotion p ON i.i_item_sk = p.p_item_sk WHERE p.p_channel_email = 1 AND p.p_channel_dmail = 1",promotion;item,,,hard,,0
What is the total refund amount for returns processed on websites located in California?,,"SELECT dummy_col, SUM(wr_return_amt) AS total_refund_amount FROM web_returns wr JOIN web_site ws ON wr.wr_web_site_sk = ws.web_site_sk WHERE ws.web_state = 'CA'",web_returns;web_site,,,hard,,0
Which warehouse has the highest average inventory quantity on hand?,"# Paraphrased Questions

1. Among all warehouses, which one maintains the greatest mean level of inventory stock?

2. What warehouse shows the largest average amount of on-hand inventory when compared to others?

3. Looking at average quantities of available stock, which storage facility ranks highest?","SELECT inv_warehouse_sk, AVG(inv_quantity_on_hand) as avg_quantity
FROM inventory
GROUP BY inv_warehouse_sk
ORDER BY avg_quantity DESC
LIMIT 1;",inventory,inventory.inv_quantity_on_hand;inventory.inv_warehouse_sk,"To identify which warehouse location maintains the highest average inventory levels, which could inform supply chain optimization, warehouse capacity planning, or inventory distribution strategy decisions.",easy,"We could also examine median inventory levels using percentile_cont(0.5) to account for outliers that might skew the average.;For a more detailed analysis, we could join with a warehouse dimension table (if available) to get the warehouse name and other attributes instead of just the surrogate key.",1
